
Dispositivo usado pelo Pytorch: cuda

Features usadas: Felipe

*****************************************

-----> GRID 0:   hyperparameters
0             100
1            adam
2              32
3             0.5
4          0.0001


--> Fold: 0

Format of train data: frames: 118687 , pressures: 118687 

Format of validation data: frames: 48208 , pressures: 48208 

Option shuffle: True

Begin of training: 2022-11-29 18:31:43

Epoch,train_loss,val_loss,lr
1,7.8492899914766205,1.837608476591949,0.0001
2,2.7391999009471384,1.6078612339524307,0.0001
3,2.5592293186647437,1.581743374639993,0.0001
4,2.501676337708739,1.5551524836084116,0.0001
5,2.4288833856982395,1.6008977985366255,0.0001
6,2.41564419509272,1.5853534507229208,0.0001
7,2.3583517534710903,1.6661805404288959,0.0001
8,2.3325090772038726,1.6103920349044496,0.0001
9,2.292740106004107,1.5988584549728517,0.0001
10,2.272077204724381,1.6472284108588278,0.0001
11,2.253859399548948,1.619661317882924,0.0001
12,2.2142737743336993,1.5813480266257056,0.0001
13,2.188372935878517,1.6341564783098845,0.0001
14,2.168222409891594,1.615865026780865,0.0001
15,2.1460970033022355,1.6516718272944444,0.0001
16,2.1042613845712124,1.5996695272241206,0.0001
17,2.104036586223188,1.612490729916899,0.0001
18,2.054999505676951,1.6481296940179033,0.0001
19,2.06000357480045,1.662306511813606,0.0001
20,2.040941121333404,1.6194987302992854,0.0001
21,2.005961022084573,1.6743803101839356,0.0001
22,1.9869796693457122,1.6596340208484055,0.0001
23,1.9687010877616757,1.6439746458428348,0.0001
24,1.9428897809599421,1.6732017519740698,0.0001
25,1.9321712085262142,1.679664126868427,0.0001
26,1.9015618192717374,1.6252102855824173,0.0001
27,1.8897304523020007,1.6267977509433709,0.0001
28,1.8663617346709767,1.6493666883801608,0.0001
29,1.8558920683793243,1.6785248956963583,0.0001
30,1.8325818619202625,1.5893938909564507,0.0001
31,1.8018319540530745,1.582183973400687,0.0001
32,1.7830048974431127,1.617759569851299,0.0001
33,1.7806852464251564,1.612374937142639,0.0001
34,1.7627364900002531,1.6557642282776528,0.0001
35,1.73839080693486,1.6015859097291811,0.0001
36,1.7243993568009812,1.5969635715842287,0.0001
37,1.7054820827348753,1.6084142994967718,0.0001
38,1.6905132658583826,1.647868542112546,0.0001
39,1.6857721701195203,1.6147520005247975,0.0001
40,1.6653939208174668,1.6309596043744041,0.0001
41,1.653672396764558,1.5950606417663857,0.0001
42,1.6394757849193033,1.6125909672834293,0.0001
43,1.6251816369397096,1.6443922608507222,0.0001
44,1.6104530029171045,1.6838575782785374,0.0001
45,1.5907988467886587,1.5994553013256212,0.0001
46,1.5878416186453255,1.6398925608548856,0.0001
47,1.5556493706518657,1.6248171505562459,0.0001
48,1.5427362872500674,1.641109699432216,0.0001
49,1.543412006913672,1.669654309175911,0.0001
50,1.5314357808523609,1.7125111672318816,0.0001
51,1.5241579437715473,1.6463117711060553,0.0001
52,1.5060247797097277,1.6409024438152193,0.0001
53,1.491967484128355,1.679880544389952,0.0001
54,1.4769365225413418,1.5732178282508256,0.0001
55,1.48201663542703,1.674386206553143,0.0001
56,1.4541303197461135,1.629824583984632,0.0001
57,1.4514814095181066,1.6403678819027763,0.0001
58,1.4395336035296578,1.6379520160551289,0.0001
59,1.428106737434947,1.7465790075754115,0.0001
60,1.4156633047374685,1.624113498199354,0.0001
61,1.4078605517478726,1.6226774379734656,0.0001
62,1.3899196410794434,1.6244477042319407,0.0001
63,1.3887710737105552,1.6032028695969656,0.0001
64,1.3782636529976249,1.6623491977402984,0.0001
65,1.3745096758404365,1.6662252391448973,0.0001
66,1.3639951881224621,1.7082608220112747,0.0001
67,1.3543456252835546,1.6636319977478295,0.0001
68,1.3467202842694075,1.6698474650797637,0.0001
69,1.3340870198781885,1.693329775329448,0.0001
70,1.3288611597948823,1.5976873453455513,0.0001
71,1.3235129094653562,1.6671403707399188,0.0001
72,1.3120461273497894,1.6377663735412815,0.0001
73,1.3055335651874338,1.6267038863875563,0.0001
74,1.2988041039344305,1.6049238608558432,0.0001
75,1.288461455671118,1.6234293566405318,0.0001
76,1.2859310887010895,1.6395189506327872,0.0001
77,1.2712805616762914,1.622328947558183,0.0001
78,1.271005093333717,1.6544906454469293,0.0001
79,1.2637473487066153,1.7274293871444997,0.0001
80,1.2544395628009373,1.6788978281109743,0.0001
81,1.251476477522843,1.631768601185216,0.0001
82,1.2437849467361166,1.5819509513070327,0.0001
83,1.238261308353015,1.6059726301198618,0.0001
84,1.233951329012801,1.647994763978565,0.0001
85,1.2274438134590624,1.559057003807634,0.0001
86,1.218047069934945,1.6743220008175277,0.0001
87,1.223125752319705,1.6216884421186513,0.0001
88,1.2169435316833315,1.6166794479308713,0.0001
89,1.2104886036794946,1.655700249328512,0.0001
90,1.2026792777801256,1.671466298487904,0.0001
91,1.1954424595404347,1.6463832590139234,0.0001
92,1.1896798560688195,1.6732775936322952,0.0001
93,1.1842715697973836,1.6284118775826057,0.0001
94,1.1889858712735166,1.703560476005572,0.0001
95,1.1781335827900261,1.6327346580352176,0.0001
96,1.1770861040484517,1.6187263250232258,0.0001
97,1.166228811244621,1.6091888454559433,0.0001
98,1.1653211446907104,1.675032585750495,0.0001
99,1.1626900354548755,1.5886328006320882,0.0001
100,1.1606897963009668,1.6451331553489237,0.0001
End of training: 2022-11-29 18:51:18

Loss min training: 1.1606897963009668

Loss min val: 1.5551524836084116

Best epoch: 4

Correlation: (0.5452401945872907, 0.0)




--> Fold: 1

Format of train data: frames: 122714 , pressures: 122714 

Format of validation data: frames: 44181 , pressures: 44181 

Option shuffle: True

