,train_loss
0,9.271754822723478
1,4.252335017658058
2,4.032516693855525
3,3.9046430263805973
4,3.785177969248095
5,3.660595053990278
6,3.5581947463264703
7,3.483265560472158
8,3.335570813325299
9,3.258765127180732
10,3.147945198430751
11,3.0793664117769795
12,2.9814528549182553
13,2.893741261704298
14,2.8087647651580885
15,2.709702058470507
16,2.646383125006485
17,2.577855987918538
18,2.499187632843516
19,2.411657151663471
20,2.3312839069877334
21,2.2734991713647292
22,2.193264374942313
23,2.129484340591513
24,2.065702934668273
25,2.0105962483728717
26,1.9553865662152183
27,1.8860689201593783
28,1.8257161479294703
29,1.7564271593468557
30,1.7150773201322098
31,1.6529084796887328
32,1.608920216692514
33,1.554958163303375
34,1.5008428490034993
35,1.4499372729222644
36,1.3982430091783191
37,1.3564836785525933
38,1.3161437501124709
39,1.27240571375046
40,1.2177849474726092
41,1.1814501841439338
42,1.1413683980546425
43,1.1055934090922228
44,1.067888900363852
45,1.0263919396412577
46,0.9941922914655159
47,0.9614816549322167
48,0.929635555845888
49,0.9061002131710679
50,0.8748264649610809
51,0.8489664714734906
52,0.8139773243685227
53,0.7908143996317859
54,0.7646740061688245
55,0.7427219146319176
56,0.7247358180464827
57,0.7003911662868606
58,0.6777584196512941
59,0.6529692559022957
60,0.6415016513037065
61,0.6221489497403019
62,0.6035143003282855
63,0.5843481831476671
64,0.5730798889836206
65,0.5621311852944064
66,0.5459216814448394
67,0.5364270008095585
68,0.5226551165810613
69,0.5077688504500597
70,0.5018577923503675
71,0.49108280360886236
72,0.4808639305973521
73,0.4693794004457942
74,0.46537144711285366
75,0.45420560053160136
76,0.44534283586222834
77,0.43706543014062976
78,0.4307149109857534
79,0.42569734256094705
80,0.4181906287220941
81,0.413290711145612
82,0.4055402142522978
83,0.4002916415561581
84,0.39441594433806637
85,0.39136211761104295
86,0.3853184982663727
87,0.38032365907798316
88,0.376459114461099
89,0.37060217199155165
90,0.3671065110649051
91,0.36630083373227984
92,0.35952932600670623
93,0.35447311050391533
94,0.3514918341599403
95,0.34657989555793683
96,0.343905805885064
97,0.34537374753014227
98,0.3402205058828916
99,0.3365200040292461
