,train_loss
0,44.78967164613772
1,5.426949148355807
2,2.087182361402605
3,1.6790921170592772
4,1.5644926633680012
5,1.5000788810025643
6,1.4464760588914407
7,1.4199166738025373
8,1.3894846236993534
9,1.3486492194470754
10,1.3379761933103131
11,1.3047647320605413
12,1.2935894239347838
13,1.269148785882617
14,1.255272244698787
15,1.238548024832886
16,1.227872182846046
17,1.2193719571647943
18,1.1943690805169405
19,1.1907325699407063
20,1.1813499071604439
21,1.1665865084190092
22,1.1526947211629235
23,1.1429008456935001
24,1.1369904652790042
25,1.1197657657523281
26,1.1116188473076762
27,1.1076249752742104
28,1.0988064713205965
29,1.081278177829072
30,1.0762587190408943
31,1.0687591395494154
32,1.0591595402673917
33,1.04995509917908
34,1.0434958103186653
35,1.0349862841835669
36,1.0284679749463037
37,1.022258329446719
38,1.0169264110657048
39,1.0079505131930921
40,1.0003158402105619
41,0.9993012016538876
42,0.9915297488929475
43,0.9869038580125342
44,0.988580816370765
45,0.9771894750243755
46,0.9690574784537201
47,0.9666367255711134
48,0.9606775863789578
49,0.9532085141444618
50,0.9499137045384856
51,0.9403151432236967
52,0.9404851500602546
53,0.9330695518394331
54,0.9307839777407854
55,0.9197714953254713
56,0.9176179917397708
57,0.9104148523472603
58,0.9087892436157704
59,0.9043751646676229
60,0.9000134994733059
61,0.898894180753118
62,0.8937125255141015
63,0.8901856162029481
64,0.8812594715355436
65,0.8839204514654647
66,0.8782351005352971
67,0.8717054240242118
68,0.8736404365833251
69,0.8645795334902983
70,0.8615518897707684
71,0.861979213016476
72,0.8523846521070338
73,0.8469995431656971
74,0.8438621704047984
75,0.8438941907894052
76,0.8409083929766015
77,0.8361346540456221
78,0.832456345370666
79,0.8285612350289264
80,0.8178746584715146
81,0.819001114247774
82,0.8237873265135897
83,0.8161047564923732
84,0.8129100084426257
85,0.8075715445632999
86,0.8072443986913747
87,0.8003570538644738
88,0.7968577695309725
89,0.7926513148174489
90,0.7892139409348519
91,0.7917734565083274
92,0.7861551711574849
93,0.7847042017002464
94,0.7751640783650744
95,0.7760350637269254
96,0.7744623216376134
97,0.7732439028459086
98,0.7692748602047343
99,0.7704872190844565
