,train_loss
0,5.0758749676277315
1,2.4481385221322385
2,2.1402894726805877
3,1.8441745791240365
4,1.4985381035758638
5,1.2091786607471446
6,1.0714819793872128
7,1.0181985567116627
8,0.9828020038115292
9,0.9585761426141083
10,0.9423194326639062
11,0.9203964881158067
12,0.9033905357960007
13,0.8899186183926177
14,0.8760832611197586
15,0.8649322125292626
16,0.8481142965390986
17,0.8431970324234478
18,0.8303807623979873
19,0.819696089508135
20,0.8119399707004775
21,0.801534544471389
22,0.7928233834407826
23,0.783739587317219
24,0.776365889567414
25,0.765043355816395
26,0.7610836441728239
27,0.7518308851652589
28,0.7455702411587906
29,0.7352322657938025
30,0.7283052155297933
31,0.7210477713134029
32,0.7149322525789787
33,0.7090535210826593
34,0.7043723480279952
35,0.6954241395165172
36,0.6880616332748768
37,0.6852565466579035
38,0.6783699960322331
39,0.6750242790910858
40,0.6679057754963882
41,0.6641454049944372
42,0.653421015217128
43,0.6480319990730217
44,0.6419839907650902
45,0.6404470442840571
46,0.6364225848264657
47,0.6322826580313031
48,0.6250512099249584
49,0.6182308955693028
50,0.6186338260301455
51,0.6097153723468616
52,0.6049937942134613
53,0.6032585358142417
54,0.594823317647012
55,0.5932250401366868
56,0.5914071109756043
57,0.5863126050264821
58,0.581812992912164
59,0.5769302791938848
60,0.5747129848438152
61,0.5742096973210941
62,0.5631696907735929
63,0.5614901708128615
64,0.5609005041524526
65,0.5558408094635331
66,0.5531821065996532
67,0.5502003414771904
68,0.5440483190310005
69,0.5393191727592921
70,0.5377809433865924
71,0.5365701820680746
72,0.5355657030342401
73,0.5286378748695965
74,0.528025541532468
75,0.5267131535444158
76,0.525125014846426
77,0.5240456070955443
78,0.5156889283531978
79,0.5110583556244715
80,0.5097384117267733
81,0.511345003174269
82,0.5049992560193376
83,0.5027267011052304
84,0.5002550549477557
85,0.49947130072611556
86,0.4974874220334355
87,0.49272139118792413
88,0.49225379297139643
89,0.49045041281936774
90,0.4904676897093565
91,0.48426823215334697
92,0.4823475407241674
93,0.48392470783754227
94,0.4799583055101193
95,0.47620422595395906
96,0.4751474275464336
97,0.46949213251973615
98,0.474480510088552
99,0.47049612837890176
