,train_loss
0,7.958977848820703
1,2.599707465593584
2,2.4496891064354487
3,2.354552604282909
4,2.276595615793926
5,2.2137817061245886
6,2.1581593849360425
7,2.107367113773094
8,2.0493141404498174
9,2.0143947538467497
10,1.966071553419523
11,1.9443528090299897
12,1.8930132314195423
13,1.8561661273951064
14,1.802650083099966
15,1.781990407301399
16,1.7445785886341554
17,1.712020656666745
18,1.6664408391238814
19,1.6451665107741296
20,1.6187624873782398
21,1.5774204698021284
22,1.550245679885585
23,1.5207748729984394
24,1.4949435921978589
25,1.4457094184739834
26,1.4247981904710234
27,1.3994073364306145
28,1.3739877205957853
29,1.3391026768846537
30,1.3192042425748751
31,1.2837725927829475
32,1.2557342880297249
33,1.234806087239168
34,1.2036762714009337
35,1.1812086328881932
36,1.1509574107536968
37,1.1278843592172234
38,1.113445357314049
39,1.0784515319066172
40,1.053282983554131
41,1.0357041065285475
42,1.0122597807832885
43,0.983164732084923
44,0.970098531388665
45,0.9438650473933984
46,0.9210559819590673
47,0.8943070971416225
48,0.8762219177321622
49,0.8633454119875521
50,0.8364238983816255
51,0.8126534526121402
52,0.7993767214956683
53,0.7797787349197878
54,0.7587860614322441
55,0.7437333936489036
56,0.7237721409275991
57,0.7048608040720986
58,0.6819903243956152
59,0.6697484047994167
60,0.6497134075503475
61,0.637622780565849
62,0.6239862918068124
63,0.6019698635913822
64,0.5929118575576445
65,0.5797584425922343
66,0.5622489548654754
67,0.54397177083532
68,0.5245421774826745
69,0.5196666438581043
70,0.506176020750995
71,0.4935833433779738
72,0.4800137115987303
73,0.4691255784084949
74,0.4572120811730485
75,0.44449387835321025
76,0.43502714745576115
77,0.4245679046801926
78,0.4092967578001118
79,0.4038668250283159
80,0.39688050562112603
81,0.3855776804095795
82,0.37812828837875045
83,0.37083609844955856
84,0.36110046296060566
85,0.3525950893590188
86,0.3446799124944265
87,0.3345243837833899
88,0.32816148396625816
89,0.3256668851390874
90,0.3178904012830249
91,0.31220703318641146
92,0.30346235432635393
93,0.2990213046861718
94,0.29207799500342346
95,0.2858689329630244
96,0.28214548646396465
97,0.28046207548596436
98,0.2739784240951879
99,0.2703022965798305
