,train_loss
0,8.442865368415891
1,2.5806157622540464
2,2.398398587492303
3,2.3111878056721378
4,2.2274885346220543
5,2.1818576954323756
6,2.1270224142738448
7,2.0586330403739956
8,2.0176101606780428
9,1.9844939638514585
10,1.949760553727643
11,1.8998897007362463
12,1.8639263214366704
13,1.8271123798624898
14,1.7910227234632015
15,1.744495348211811
16,1.717292718428612
17,1.695338620562496
18,1.653378649049909
19,1.6198705346375095
20,1.5984428687583898
21,1.5667415249734615
22,1.533204779854103
23,1.4968505418764515
24,1.4609941096447403
25,1.443555769810198
26,1.4186237509635704
27,1.3744503812241415
28,1.35750450126325
29,1.3311435327759071
30,1.300212612468444
31,1.2808985946693083
32,1.2446351271768932
33,1.2226567276028526
34,1.204705682851204
35,1.1777984268143593
36,1.1397585710255087
37,1.1203509372788856
38,1.101424137759035
39,1.0683971305123667
40,1.047282858072212
41,1.0313861556156239
42,1.0099511994581107
43,0.9849927503081126
44,0.966994905877581
45,0.9359792093254217
46,0.9165929699266305
47,0.8911577618718137
48,0.8783548462039341
49,0.8602812047229433
50,0.8325662951385001
51,0.8205562078337318
52,0.7948246014013057
53,0.7747137829418689
54,0.7541799665321371
55,0.7392631227626416
56,0.7240511111369627
57,0.70453659921165
58,0.6881882880058624
59,0.6724978836506502
60,0.6521967529062168
61,0.6388600168887579
62,0.6175127114072875
63,0.6069800450826297
64,0.5880658765780626
65,0.5785941760029014
66,0.5581826508536873
67,0.5464977112583034
68,0.5399525414466843
69,0.5234386621943755
70,0.5101241670931884
71,0.49647178685330284
72,0.4823885438695492
73,0.47487823619399594
74,0.4649120268251954
75,0.4485926542681509
76,0.44073578167094984
77,0.43015615148183306
78,0.4208216212860044
79,0.41269228263424546
80,0.40215297663676874
81,0.392364177511501
82,0.38054264670734705
83,0.3743043761734462
84,0.3676811690139354
85,0.35868979139400375
86,0.3509571985549839
87,0.34064739101355684
88,0.33604195667890036
89,0.32925541793575586
90,0.32156272005350583
91,0.31406301944552506
92,0.30766994881182186
93,0.30150625086886335
94,0.29737067111919335
95,0.2873811468743646
96,0.28411638642907855
97,0.27862382385888196
98,0.27413171500364025
99,0.2699512615818123
