,train_loss
0,7.274540515033718
1,2.509747579078785
2,2.3601637036788956
3,2.269752835896333
4,2.2225692263311485
5,2.1598423489847853
6,2.1168414737199184
7,2.054451176024027
8,2.0026244021096313
9,1.9619496390973445
10,1.8947403817381592
11,1.8869553791565359
12,1.8444652463888882
13,1.8125350250869592
14,1.7599298909337202
15,1.7241657652961018
16,1.7001428003420263
17,1.6601258374631924
18,1.617283536195239
19,1.5910709468295634
20,1.5518047921441325
21,1.5302773991094911
22,1.497572427990905
23,1.464582073680085
24,1.4367332499854437
25,1.396109676997171
26,1.368888409600827
27,1.3387935530781938
28,1.3116360062071744
29,1.2810659202293806
30,1.2627814897726624
31,1.2234749582777233
32,1.2005535536403475
33,1.1729171577339657
34,1.1480684238484753
35,1.1244380218279215
36,1.0986408479008851
37,1.0759315767217716
38,1.0405720469111912
39,1.0297049433960785
40,1.0030260967724909
41,0.9821677768657062
42,0.9605525634064509
43,0.9357396484021733
44,0.9138391562961906
45,0.8913363843808292
46,0.8636127431012847
47,0.8454758434109211
48,0.8209708992611742
49,0.803666288282604
50,0.7865935559015107
51,0.7648797497172866
52,0.7481923177301196
53,0.7248850801057765
54,0.7112189848292219
55,0.6887423342467849
56,0.6733168414705366
57,0.6586126202462486
58,0.6384742743252442
59,0.6182642628166237
60,0.6064263591113462
61,0.5932634648970861
62,0.5769562485758016
63,0.5620559288245599
64,0.5508440665208666
65,0.5317056626023735
66,0.5208337359656814
67,0.5068308975260395
68,0.4924470471761852
69,0.48064819414193244
70,0.4641585425581027
71,0.45668743842411713
72,0.4434279095323569
73,0.43714066057240625
74,0.4254303272531608
75,0.41395056210876263
76,0.4043279428650568
77,0.3945209494242889
78,0.38385296455965473
79,0.3763843008013475
80,0.3675185977919987
81,0.36134504376791465
82,0.3531390214368543
83,0.34455698087516134
84,0.33566855027837783
85,0.3326863856670043
86,0.3229596057604831
87,0.32058376869965016
88,0.30862839146160903
89,0.3058944801518038
90,0.3000005789950285
91,0.29443036090358954
92,0.28986640632561433
93,0.2825101867771062
94,0.27838843839571376
95,0.2732842880111124
96,0.26846824665415586
97,0.2650235637611398
98,0.2622916182284758
99,0.25691198379830776
