,train_loss
0,7.397148716396482
1,2.4431086119213172
2,2.338828624009872
3,2.2398128240203463
4,2.1923836933141905
5,2.1282090763801995
6,2.076397641546961
7,2.0207102297513537
8,1.9906216773001302
9,1.9344263701415907
10,1.8912008001965714
11,1.862422515176352
12,1.8191971488182206
13,1.7798093779420445
14,1.747905638604925
15,1.7121349883949906
16,1.680217802265996
17,1.6338611431273289
18,1.6021843070285198
19,1.5808878261587087
20,1.540967918679224
21,1.5112237636731
22,1.4861221768089157
23,1.4542038373735973
24,1.420778973503359
25,1.384006110198148
26,1.3551830815443806
27,1.3352899421075808
28,1.3103399732896455
29,1.267635162602776
30,1.2549124321732283
31,1.2274872845421074
32,1.1961529066970453
33,1.1750742740911613
34,1.156032003002533
35,1.1309109532916979
36,1.0928735269608003
37,1.0734236344470105
38,1.0556088719473566
39,1.0331359208369275
40,1.0121732138202195
41,0.9880328149014408
42,0.9667334274501561
43,0.9416256698168237
44,0.9221117015707829
45,0.8965291236559352
46,0.8755550012059264
47,0.8636269494642588
48,0.8407378139893346
49,0.8208033601005441
50,0.7979823633542953
51,0.7826349185770738
52,0.763438426458385
53,0.7493896451796052
54,0.7285193074530262
55,0.7085592955921706
56,0.6928622304426106
57,0.6707435104235572
58,0.6609522217283269
59,0.6424454263925978
60,0.6206633055019531
61,0.6087551913240073
62,0.5957767994979609
63,0.5829219361894397
64,0.5686961235513505
65,0.5517008530464939
66,0.5402033718835471
67,0.5243366796418635
68,0.5168722898430819
69,0.5017134296511466
70,0.4943468016987486
71,0.47994320749932196
72,0.4656895507365906
73,0.4572759893924592
74,0.4449880666779764
75,0.4339569174382535
76,0.42373829314528183
77,0.4168216666842897
78,0.4060483737009631
79,0.3960276876193753
80,0.3856730690800746
81,0.3797573475918235
82,0.3691527273218555
83,0.35976960219755405
84,0.3522089304359451
85,0.3474563074450247
86,0.3402571696397598
87,0.3325709316828381
88,0.32578796034013835
89,0.3206774958504685
90,0.3138416438137506
91,0.307765197140511
92,0.30075167251981394
93,0.29811233796823133
94,0.29304423609910646
95,0.2867863515613335
96,0.28005173187511945
97,0.28034983279853604
98,0.27106793823605013
99,0.2616765664233103
