,train_loss
0,7.768811314354681
1,2.621749433564308
2,2.4738483667994893
3,2.372662738479846
4,2.31373813183701
5,2.2605729809259225
6,2.209769510031625
7,2.1600029666543863
8,2.105284132379836
9,2.0685807483649796
10,2.0289833227405785
11,1.9870267746732637
12,1.9640022921602223
13,1.939869007793806
14,1.8895482492204925
15,1.8561370940668367
16,1.8321647972609514
17,1.7981657925925143
18,1.7705867423654935
19,1.749360152037354
20,1.7155718752982452
21,1.704760235729183
22,1.6623344213716578
23,1.6297838449581388
24,1.6139468618365944
25,1.5878049992132721
26,1.5577388366700973
27,1.537334139299062
28,1.5207789278606714
29,1.4901781792403856
30,1.4664108463840837
31,1.4259108777324654
32,1.4216662184638629
33,1.3924999381882668
34,1.3744875568335717
35,1.3476724370923399
36,1.322699882426915
37,1.3052418232371628
38,1.2784937271954149
39,1.2625126967694584
40,1.2454254543478722
41,1.2259042596270402
42,1.19837411562935
43,1.184939491845889
44,1.1619273584655518
45,1.1552836411412446
46,1.1289340189037076
47,1.108387847491049
48,1.0756035127687007
49,1.0650565302643566
50,1.048057748443737
51,1.0347688053358037
52,1.014330630992055
53,0.9961157181021775
54,0.9814370578052604
55,0.9603469867529781
56,0.9505115419770451
57,0.9360302503526438
58,0.9133507840899835
59,0.9036709747904753
60,0.8791177951174889
61,0.8751710993263936
62,0.853520275748888
63,0.8427747088488662
64,0.8263673258993979
65,0.8137508230422454
66,0.7998320711605189
67,0.7860084214383624
68,0.7704695560746658
69,0.7578713513542138
70,0.7446402520924122
71,0.7249949891232687
72,0.7212658181778726
73,0.7065595969593647
74,0.6945013571648732
75,0.6829257432386632
76,0.6626548508509639
77,0.6555735288669933
78,0.6507751236316036
79,0.6298357617540651
80,0.6234660752796997
81,0.6174510047698327
82,0.6045999341147991
83,0.5885232080010472
84,0.5815185208175796
85,0.5746910297139461
86,0.5664885086244108
87,0.5571302783490405
88,0.5473201467246533
89,0.5354175498326598
90,0.5266769126474083
91,0.5164299184012714
92,0.51082934973198
93,0.4989288838573841
94,0.4942881219475096
95,0.48809586642730063
96,0.47882598000975807
97,0.47562998557564024
98,0.4679878304663523
99,0.459151686989524
