
Dispositivo usado pelo Pytorch: cuda:3

Features usadas: Felipe

*****************************************

-----> GRID 6:   hyperparameters
0             100
1            adam
2              32
3             0.7
4           1e-05
5             0.2

 LSTM =True


 option_overlap=True , option_causal=False ,option_dropout_lstm=0.2



--> Fold: 0

Format of train data: frames: 118655 , pressures: 118655 

Format of validation data: frames: 48176 , pressures: 48176 

Option shuffle: True

Begin of training: 2022-12-14 11:46:03

Epoch,train_loss,val_loss,lr
1,43.29708452147171,9.264907046039015,1e-05
2,7.128095133006912,2.363419050118805,1e-05
3,5.156445150522852,1.8103197833621514,1e-05
4,4.502424568157623,1.8300309668581813,1e-05
5,4.343204903163559,1.6968623399734497,1e-05
6,4.248430551246257,1.797866475498981,1e-05
7,4.18651631407408,1.9101351944563278,1e-05
8,4.140043423617968,1.851325003224249,1e-05
9,4.1095601093100464,1.8751217289170488,1e-05
10,4.047441388209316,1.844616097296959,1e-05
11,4.0456610125509975,1.8442621638077275,1e-05
12,4.020412068236197,1.7863658417977593,1e-05
13,3.9924234992016796,1.7958749986415445,1e-05
14,3.947417820833671,1.8254506185734958,1e-05
15,3.952499210013184,1.7302902480448175,1e-05
16,3.9092449935707974,1.784979702071548,1e-05
17,3.899297061635,1.7688998877507276,1e-05
18,3.8820431060995166,1.7519739075619214,1e-05
19,3.8586765473744222,1.7833183951371534,1e-05
20,3.8255906148061536,1.7559946479689674,1e-05
21,3.80836209500164,1.720588997446869,1e-05
22,3.813123818315099,1.7505246008087811,1e-05
23,3.793235810319109,1.741349867909741,1e-05
24,3.7760991542289393,1.7473329217756202,1e-05
25,3.7576928772720777,1.806014073366186,1e-05
26,3.7326449934940245,1.7250998081142663,1e-05
27,3.728279431088977,1.792022498570103,1e-05
28,3.723691732983619,1.7706795294828805,1e-05
29,3.7048484622932336,1.7610162238233789,1e-05
30,3.6762128145252375,1.6980394899389823,1e-05
31,3.708903270539148,1.6609711572206207,1e-05
32,3.640013996681016,1.7647830148900874,1e-05
33,3.644344236057952,1.6403757953358742,1e-05
34,3.6575834469037503,1.6389714828641342,1e-05
35,3.6261671933596937,1.6971602576470224,1e-05
36,3.6093746733351004,1.6919218355617187,1e-05
37,3.6241896062096,1.7595584658402932,1e-05
38,3.6071043155220557,1.881511676909321,1e-05
39,3.576600812176809,1.7778172005414568,1e-05
40,3.5234199963750843,1.749638878242077,1e-05
41,3.5923479452832834,1.8182802523777992,1e-05
42,3.512952677317764,1.726262288804626,1e-05
43,3.532429481461901,1.768888611110173,1e-05
44,3.5223670823379862,1.6825238357584804,1e-05
45,3.5378976248191836,1.6035126150743149,1e-05
46,3.497374862214215,1.7138801164422783,1e-05
47,3.4593696521078106,1.710474835365407,1e-05
48,3.5033541112707445,1.58862139845322,1e-05
49,3.453978929734251,1.5758858042395183,1e-05
50,3.4207662169497595,1.776250164321157,1e-05
51,3.437223117526646,1.5885694876773457,1e-05
52,3.432059121574957,1.7316354051534222,1e-05
53,3.4020264493053247,1.608729359478857,1e-05
54,3.395378475119686,1.6296137378921307,1e-05
55,3.361526311127557,1.6568118847315194,1e-05
56,3.3884004084973816,1.7660993741066184,1e-05
57,3.372035825302264,1.6611803262109417,1e-05
58,3.3513670654846632,1.7543183084105938,1e-05
59,3.347614987257895,1.6930867264097373,1e-05
60,3.337600576373751,1.7208235448913611,1e-05
61,3.3021080218988614,1.7693282375300854,1e-05
62,3.324275918634013,1.626533931531371,1e-05
63,3.3054067318330276,1.6833739478656993,1e-05
64,3.2892666423623678,1.7012605462427435,1e-05
65,3.2900451945523126,1.6868374110931021,1e-05
66,3.270814832462171,1.6568331003030723,1e-05
67,3.260547382326927,1.6709325642571502,1e-05
68,3.2366210731683007,1.7427725366325086,1e-05
69,3.2429460553764056,1.7728209300359512,1e-05
70,3.2146274693198804,1.7932509532286771,1e-05
71,3.2162611064584974,1.6793213524679058,1e-05
72,3.21661691110468,1.6109156066577168,1e-05
73,3.216030634759144,1.6887347552515826,1e-05
74,3.1734680875384207,1.772221623445737,1e-05
75,3.1856749407696836,1.696523699202992,1e-05
76,3.165055639464205,1.7218213673645142,1e-05
77,3.1439484011754693,1.6166610264849401,1e-05
78,3.161731389277071,1.6794239817288024,1e-05
79,3.147581609163175,1.7651288312996238,1e-05
80,3.1153061304435603,1.6910284577869807,1e-05
81,3.112404322639277,1.602058632771306,1e-05
82,3.117757325310868,1.6953924102309692,1e-05
83,3.0865370602338675,1.8461760617062641,1e-05
84,3.1003476608849914,1.6920554944741215,1e-05
85,3.067906321360446,1.6503272054995939,1e-05
86,3.074986540736222,1.7045087157116108,1e-05
87,3.030375575086952,1.6374253878281466,1e-05
88,3.080022275604072,1.7414708556783671,1e-05
89,3.055892186369608,1.6809588519096057,1e-05
90,3.037335990263013,1.7057701684596411,1e-05
91,3.0391716474729433,1.706000391350597,1e-05
92,3.0050419632239476,1.8911749045344455,1e-05
93,3.0136506317870553,1.7479234633751384,1e-05
94,2.998547856414179,1.7114503662754872,1e-05
95,2.970894658149085,1.7935885562131826,1e-05
96,2.952131061661254,1.7427584048483071,1e-05
97,2.960421470910377,1.8733348129041882,1e-05
98,2.9559823604636946,1.6742593665251262,1e-05
99,2.9254046167115093,1.7575552612394638,1e-05
100,2.944932928423299,1.8456727039453715,1e-05
End of training: 2022-12-14 12:30:46

Loss min training: 2.9254046167115093

Loss min val: 1.5758858042395183

Best epoch: 49

Correlation: (0.5260338852871772, 0.0)




--> Fold: 1

Format of train data: frames: 122682 , pressures: 122682 

Format of validation data: frames: 44149 , pressures: 44149 

