,train_loss
0,8.444672368157999
1,2.6240036149485344
2,2.4451423664629766
3,2.363487113347104
4,2.2979398653073937
5,2.2471041099960245
6,2.2056537167344494
7,2.1374934153265577
8,2.1008387542605043
9,2.0676391470996487
10,2.034262509325072
11,2.005845645155433
12,1.9590857323692128
13,1.923972074055173
14,1.8958430463879288
15,1.8573042520346252
16,1.8415472999483584
17,1.8116492124704213
18,1.7708595942388459
19,1.7534672404030722
20,1.732907242990214
21,1.7081237426148583
22,1.6668196819888779
23,1.6383567686932101
24,1.6094830783263347
25,1.5816624380912288
26,1.5734793971625323
27,1.5429984177069194
28,1.517200110435456
29,1.4960599422788252
30,1.4717053239644584
31,1.4488089625396834
32,1.420786203048209
33,1.3940621469363166
34,1.3717232818778533
35,1.3630057522355714
36,1.3347171275183067
37,1.3185075418016188
38,1.2889813523055684
39,1.2667646125047702
40,1.2483313024918563
41,1.223704927456461
42,1.2167357396914806
43,1.1925022436307946
44,1.1724027842858349
45,1.1486233967075397
46,1.1332880355307482
47,1.122254827057608
48,1.099439059438723
49,1.0796028892648102
50,1.0570655065535843
51,1.0445245678380988
52,1.0305610975344988
53,1.0062837292789326
54,0.9891636037672309
55,0.9731337994774345
56,0.9523828836561682
57,0.932674116763393
58,0.9303325197860937
59,0.9095928023819976
60,0.8886244736497638
61,0.8806919371391263
62,0.8641878959042897
63,0.8484440786583084
64,0.8399992941353447
65,0.8158661860117966
66,0.8040828831924248
67,0.7909446706525829
68,0.7815242794208649
69,0.7655499203450721
70,0.7546457220099695
71,0.7386780980704406
72,0.7331390220157153
73,0.7191594158838118
74,0.7050066994709694
75,0.6918307523643299
76,0.6759114890015199
77,0.6677618887233023
78,0.6561283159539854
79,0.6501859128489159
80,0.6351726010031293
81,0.6262938317897687
82,0.6172192275163711
83,0.6050754986436452
84,0.5963194707423128
85,0.5892506475955182
86,0.5764952654266646
87,0.5646735402177588
88,0.5564094188013148
89,0.5481594951583564
90,0.5385284751658793
91,0.5296248373932168
92,0.523080341239339
93,0.5156113076645702
94,0.5081309725018981
95,0.5000679287497469
96,0.4886676246107466
97,0.4807060334011492
98,0.4738098221414061
99,0.46751028779249687
